,age,job,education,default,balance,personal-loan,current-campaign,subscribed
3389,46,management,secondary,no,361,no,7,no
3390,42,entrepreneur,primary,yes,66,yes,1,no
3391,36,blue-collar,secondary,no,70,no,4,no
3392,32,services,secondary,no,180,no,2,no
3393,49,technician,tertiary,no,279,no,4,no
3394,46,services,secondary,no,4,no,1,yes
3395,40,entrepreneur,secondary,no,1416,no,2,no
3396,36,admin.,secondary,no,465,no,1,no
3397,36,admin.,secondary,no,998,no,2,no
3398,34,technician,secondary,no,550,yes,1,no
3399,46,management,tertiary,no,1285,no,1,no
3400,32,services,tertiary,no,4908,yes,2,no
3401,32,unemployed,tertiary,no,336,no,1,no
3402,32,management,tertiary,no,131,no,3,no
3403,43,management,tertiary,no,348,yes,3,no
3404,25,self-employed,tertiary,no,453,no,1,no
3405,55,admin.,secondary,no,1102,no,2,no
3406,24,admin.,secondary,no,926,yes,1,no
3407,40,management,tertiary,no,502,no,4,no
3408,38,management,tertiary,no,8669,no,3,no
3409,48,blue-collar,primary,no,316,no,2,no
3410,36,management,tertiary,no,9324,no,8,no
3411,57,management,tertiary,no,0,no,4,no
3412,45,admin.,secondary,no,72,yes,2,no
3413,33,self-employed,tertiary,no,61,no,3,yes
3414,38,technician,secondary,no,173,no,4,no
3415,26,services,secondary,yes,-162,no,2,no
3416,30,management,tertiary,no,47,yes,17,no
3417,55,services,tertiary,no,1983,no,1,no
3418,34,blue-collar,secondary,no,326,yes,2,no
3419,60,admin.,secondary,no,2552,yes,2,no
3420,36,management,tertiary,no,1283,no,5,no
3421,65,housemaid,primary,no,2179,no,7,no
3422,39,self-employed,tertiary,no,1047,no,1,yes
3423,52,blue-collar,primary,no,36,no,2,no
3424,55,technician,secondary,yes,-308,no,1,yes
3425,26,management,tertiary,no,1177,no,1,no
3426,40,self-employed,primary,no,2077,no,1,no
3427,52,entrepreneur,secondary,no,0,no,2,no
3428,29,self-employed,tertiary,no,1,no,3,no
3429,41,blue-collar,primary,no,7735,no,1,no
3430,30,technician,tertiary,no,1922,no,1,no
3431,28,student,secondary,no,153,no,2,yes
3432,26,blue-collar,secondary,no,2770,no,1,no
3433,58,management,secondary,no,139,no,1,no
3434,29,management,tertiary,no,21,no,4,no
3435,48,technician,secondary,no,178,no,4,no
3436,35,blue-collar,secondary,no,444,no,3,no
3437,26,services,secondary,no,209,no,2,no
3438,49,blue-collar,secondary,no,3096,no,2,no
3439,34,admin.,secondary,no,5320,no,6,no
3440,32,services,secondary,no,4885,yes,2,no
3441,31,admin.,secondary,no,0,yes,3,no
3442,48,unemployed,primary,no,5462,no,4,no
3443,40,blue-collar,secondary,no,6767,no,2,no
3444,42,technician,secondary,no,2974,no,5,no
3445,48,technician,secondary,no,427,no,1,no
3446,38,services,secondary,no,8876,no,1,no
3447,53,management,tertiary,no,146,no,1,no
3448,59,retired,secondary,no,319,no,1,no
3449,28,unemployed,secondary,no,304,no,1,no
3450,41,blue-collar,primary,no,389,no,2,no
3451,50,management,primary,no,766,no,2,no
3452,31,admin.,secondary,no,0,no,5,no
3453,30,technician,secondary,no,3107,no,2,no
3454,59,admin.,secondary,no,174,no,1,no
3455,33,technician,secondary,yes,-305,yes,1,no
3456,35,self-employed,secondary,no,670,no,1,no
3457,30,management,tertiary,no,6164,no,11,no
3458,71,retired,secondary,no,2850,no,1,yes
3459,30,services,primary,no,79,no,1,no
3460,24,services,secondary,yes,110,no,1,no
3461,34,technician,secondary,no,5039,no,6,no
3462,34,blue-collar,secondary,no,360,no,1,no
3463,52,admin.,secondary,no,199,no,2,no
3464,33,self-employed,secondary,no,238,yes,5,no
3465,38,blue-collar,secondary,no,5092,no,6,no
3466,41,admin.,secondary,no,1088,no,1,no
3467,42,management,tertiary,no,221,no,2,no
3468,38,blue-collar,secondary,no,889,yes,1,no
3469,48,blue-collar,primary,no,750,no,6,no
3470,34,technician,secondary,no,0,yes,1,no
3471,46,blue-collar,primary,no,1291,no,3,no
3472,33,technician,secondary,no,1844,no,3,no
3473,40,management,tertiary,no,89,yes,6,no
3474,36,admin.,secondary,no,4280,no,6,no
3475,32,technician,secondary,no,0,no,2,no
3476,33,blue-collar,secondary,no,625,no,1,no
3477,55,technician,secondary,no,574,no,2,no
3478,58,management,primary,no,320,no,2,no
3479,25,technician,tertiary,no,468,no,1,no
3480,47,services,secondary,no,440,no,1,no
3481,40,unemployed,secondary,no,0,no,1,no
3482,59,retired,secondary,no,5706,no,2,no
3483,40,management,tertiary,no,7780,no,1,no
3484,30,management,secondary,no,-559,yes,1,no
3485,25,entrepreneur,tertiary,no,16874,yes,2,no
3486,58,retired,primary,no,1987,no,4,no
3487,39,entrepreneur,secondary,no,98,no,3,no
3488,40,self-employed,tertiary,no,642,no,3,no
3489,38,blue-collar,secondary,no,526,yes,2,no
3490,66,management,tertiary,no,6483,no,1,no
3491,47,management,tertiary,no,2306,no,4,yes
3492,37,blue-collar,secondary,no,954,no,9,no
3493,36,management,tertiary,no,-679,yes,1,no
3494,50,blue-collar,primary,no,-1,no,2,no
3495,76,retired,primary,no,2590,no,12,no
3496,58,management,tertiary,no,331,yes,3,no
3497,42,admin.,secondary,no,4209,no,6,no
3498,58,services,secondary,no,462,no,1,yes
3499,28,self-employed,tertiary,no,0,no,1,no
3500,41,technician,secondary,no,0,no,2,no
3501,30,management,tertiary,no,151,no,4,no
3502,32,management,tertiary,no,883,no,1,yes
3503,27,services,secondary,no,266,yes,1,no
3504,48,management,tertiary,no,0,no,5,no
3505,36,technician,tertiary,no,491,no,3,no
3506,54,management,tertiary,no,3,yes,1,no
3507,36,blue-collar,secondary,no,198,no,2,no
3508,52,housemaid,secondary,no,14363,no,1,no
3509,34,technician,secondary,no,0,yes,16,no
3510,43,technician,secondary,no,136,no,7,yes
3511,32,management,tertiary,no,28,no,2,no
3512,33,management,tertiary,no,335,no,4,no
3513,51,housemaid,primary,no,174,no,3,no
3514,39,unemployed,secondary,no,270,no,1,no
3515,44,management,tertiary,no,1206,no,2,no
3516,49,housemaid,primary,no,198,no,3,no
3517,25,technician,tertiary,no,914,no,2,no
3518,39,self-employed,secondary,no,31,no,2,no
3519,54,technician,secondary,no,0,no,2,no
3520,32,management,tertiary,no,347,no,1,no
3521,36,management,tertiary,no,860,no,15,no
3522,54,technician,secondary,no,89,no,3,no
3523,31,technician,secondary,no,0,yes,1,no
3524,45,services,secondary,no,0,yes,7,no
3525,31,admin.,secondary,no,68,no,2,no
3526,45,technician,secondary,no,-149,no,2,no
3527,33,services,secondary,no,2411,no,1,yes
3528,46,management,tertiary,no,225,no,1,no
3529,43,management,tertiary,no,2731,no,7,no
3530,50,management,tertiary,no,112,no,5,no
3531,44,management,tertiary,no,0,no,2,no
3532,42,services,secondary,no,3620,no,16,no
3533,26,blue-collar,secondary,no,179,no,3,no
3534,47,admin.,secondary,no,1544,no,1,no
3535,48,blue-collar,primary,no,199,no,2,no
3536,60,blue-collar,secondary,no,231,no,2,no
3537,27,admin.,secondary,no,76,no,1,no
3538,30,unemployed,tertiary,no,302,no,3,yes
3539,28,admin.,secondary,no,189,no,2,no
3540,58,retired,primary,no,565,no,1,yes
3541,37,entrepreneur,tertiary,no,310,no,1,no
3542,36,services,secondary,no,1746,no,1,no
3543,39,technician,secondary,no,6,no,3,no
3544,52,unemployed,primary,no,-110,yes,1,no
3545,55,retired,secondary,no,2749,yes,2,no
3546,30,management,tertiary,no,6495,no,3,no
3547,36,blue-collar,secondary,no,35,no,3,no
3548,39,admin.,secondary,no,-650,no,2,no
3549,47,blue-collar,primary,no,292,yes,3,no
3550,42,housemaid,primary,no,5774,no,2,no
3551,42,management,secondary,no,2416,no,4,no
3552,58,retired,secondary,no,35,no,7,no
3553,68,retired,secondary,no,19317,no,1,yes
3554,43,technician,secondary,no,50,no,1,no
3555,44,blue-collar,secondary,no,-674,no,1,no
3556,49,technician,tertiary,no,3726,no,2,yes
3557,57,retired,tertiary,no,1180,yes,2,no
3558,61,self-employed,tertiary,no,6610,no,2,yes
3559,36,admin.,secondary,no,319,no,2,no
3560,31,blue-collar,secondary,no,1545,yes,1,no
3561,51,technician,tertiary,no,1315,no,2,no
3562,31,technician,tertiary,no,424,no,2,no
3563,56,blue-collar,primary,no,151,no,1,no
3564,30,technician,tertiary,no,-970,yes,2,no
3565,38,services,secondary,no,-762,yes,2,no
3566,35,services,secondary,no,181,no,3,no
3567,31,blue-collar,secondary,no,-120,no,2,no
3568,39,admin.,secondary,no,1022,no,3,no
3569,50,management,tertiary,no,78,no,3,no
3570,39,technician,tertiary,no,209,no,2,no
3571,26,admin.,secondary,no,2469,no,8,no
3572,55,technician,secondary,no,0,no,1,no
3573,43,blue-collar,primary,no,328,yes,1,no
3574,34,housemaid,tertiary,no,0,no,1,no
3575,51,self-employed,primary,no,307,yes,2,no
3576,31,management,tertiary,no,1384,no,2,no
3577,32,management,tertiary,no,0,no,9,no
3578,53,technician,secondary,no,719,no,1,no
3579,44,management,tertiary,no,0,no,1,no
3580,38,entrepreneur,tertiary,no,6704,no,2,no
3581,47,self-employed,tertiary,no,4543,no,1,no
3582,36,management,tertiary,no,0,no,2,no
3583,30,management,tertiary,no,149,no,2,no
3584,46,blue-collar,secondary,no,-1400,no,3,no
3585,33,entrepreneur,secondary,no,-118,yes,3,no
3586,43,blue-collar,secondary,no,2160,no,1,yes
3587,38,management,tertiary,no,3452,no,2,no
3588,27,technician,secondary,no,842,no,1,no
3589,38,management,tertiary,no,3576,no,2,yes
3590,41,unemployed,tertiary,no,1666,no,3,no
3591,29,technician,secondary,no,0,no,6,no
3592,39,services,secondary,no,0,no,2,no
3593,42,blue-collar,primary,no,1628,no,1,no
3594,47,services,secondary,no,51,yes,1,no
3595,30,blue-collar,secondary,yes,447,no,6,no
3596,34,admin.,secondary,no,396,no,3,no
3597,45,housemaid,primary,no,4994,no,1,no
3598,43,admin.,secondary,no,3215,no,3,no
3599,59,blue-collar,primary,no,2814,no,3,no
3600,50,technician,secondary,no,0,no,2,no
3601,39,blue-collar,secondary,no,293,no,3,no
3602,36,technician,secondary,no,474,no,1,no
3603,44,blue-collar,secondary,no,16178,no,1,no
3604,36,technician,tertiary,no,0,no,2,no
3605,27,management,tertiary,no,88,no,1,no
3606,29,services,secondary,no,308,no,1,no
3607,70,retired,secondary,no,1164,no,3,no
3608,44,management,tertiary,no,13893,no,2,no
3609,55,management,tertiary,no,0,no,2,no
3610,36,technician,secondary,no,-435,no,8,no
3611,28,technician,secondary,no,389,no,7,no
3612,50,management,tertiary,no,356,no,2,no
3613,49,technician,secondary,no,2718,no,2,no
3614,71,retired,tertiary,no,261,no,2,no
3615,31,admin.,secondary,no,757,no,2,no
3616,45,management,tertiary,no,16,no,2,no
3617,42,blue-collar,secondary,no,-422,no,1,no
3618,45,admin.,secondary,no,248,no,2,no
3619,47,technician,primary,no,145,no,6,no
3620,60,retired,secondary,no,598,yes,1,no
3621,35,management,tertiary,no,949,no,2,no
3622,31,technician,tertiary,no,614,no,4,no
3623,33,blue-collar,primary,no,1209,no,1,no
3624,50,self-employed,tertiary,no,202,no,1,no
3625,51,blue-collar,secondary,no,1840,no,3,no
3626,34,technician,secondary,no,114,yes,1,no
3627,56,services,secondary,no,-229,yes,10,no
3628,29,services,secondary,no,182,no,3,no
3629,31,blue-collar,secondary,no,401,no,3,no
3630,44,technician,secondary,no,759,no,1,no
3631,55,retired,secondary,no,4194,yes,3,no
3632,35,student,secondary,no,0,no,3,no
3633,36,technician,tertiary,no,629,yes,1,no
3634,54,retired,secondary,no,153,yes,1,no
3635,32,management,tertiary,no,553,no,1,no
3636,36,management,tertiary,no,1057,no,2,no
3637,60,retired,secondary,no,78,no,3,no
3638,32,technician,secondary,no,-28,yes,1,no
3639,57,management,tertiary,no,929,no,8,no
3640,34,blue-collar,primary,no,428,no,2,no
3641,27,student,secondary,no,268,no,1,no
3642,52,management,tertiary,no,83,no,6,yes
3643,45,admin.,secondary,no,998,no,2,no
3644,58,admin.,secondary,no,2223,no,2,no
3645,39,blue-collar,primary,no,6,no,2,no
3646,48,blue-collar,secondary,no,312,yes,2,no
3647,36,management,secondary,no,0,no,5,no
3648,31,technician,secondary,no,691,no,1,no
3649,41,management,tertiary,no,771,no,8,no
3650,30,self-employed,secondary,no,192,no,1,no
3651,57,retired,tertiary,no,0,no,4,no
3652,29,admin.,secondary,no,1070,no,1,yes
3653,29,services,secondary,no,84,no,2,yes
3654,30,management,tertiary,no,2,no,1,no
3655,44,management,tertiary,no,1242,no,6,no
3656,33,student,secondary,no,5969,no,2,no
3657,56,admin.,secondary,no,3337,no,3,no
3658,26,services,secondary,no,1347,no,6,yes
3659,52,technician,secondary,no,64,no,2,no
3660,32,management,secondary,no,249,no,1,no
3661,36,technician,secondary,no,0,no,6,no
3662,26,blue-collar,secondary,no,128,no,1,no
3663,37,blue-collar,secondary,no,196,no,3,no
3664,34,technician,secondary,no,351,no,1,no
3665,26,services,secondary,no,5533,no,2,no
3666,32,services,secondary,no,38,no,1,yes
3667,30,management,tertiary,yes,35,no,4,no
3668,27,technician,secondary,no,235,no,5,no
3669,42,admin.,secondary,no,30,no,1,no
3670,33,blue-collar,primary,no,92,no,1,no
3671,37,blue-collar,secondary,no,67,no,2,no
3672,45,blue-collar,secondary,no,4022,no,3,no
3673,36,entrepreneur,tertiary,no,3057,no,4,yes
3674,39,management,tertiary,no,0,no,4,no
3675,33,management,tertiary,no,349,no,1,no
3676,47,services,secondary,no,2322,no,1,no
3677,49,entrepreneur,secondary,no,167,yes,3,no
3678,46,management,secondary,no,558,no,6,no
3679,31,services,secondary,no,-230,yes,1,no
3680,43,unemployed,secondary,no,4094,no,1,no
3681,30,blue-collar,secondary,yes,239,no,1,yes
3682,43,management,tertiary,no,497,no,1,no
3683,42,blue-collar,secondary,no,179,no,1,no
3684,30,admin.,tertiary,no,305,no,1,yes
3685,33,management,tertiary,no,-67,no,1,no
3686,41,admin.,secondary,no,4539,no,3,no
3687,29,blue-collar,secondary,no,770,no,1,no
3688,38,unemployed,secondary,no,-673,no,1,no
3689,29,technician,tertiary,no,858,no,7,no
3690,80,housemaid,primary,no,0,no,1,yes
3691,38,management,tertiary,no,5244,no,4,no
3692,36,blue-collar,primary,no,117,no,4,no
3693,38,self-employed,tertiary,no,846,no,1,no
3694,44,management,secondary,yes,0,no,2,no
3695,31,management,tertiary,no,1331,no,1,yes
3696,31,services,secondary,no,31,yes,2,no
3697,57,admin.,primary,no,179,no,1,no
3698,37,blue-collar,primary,no,543,no,1,no
3699,50,blue-collar,secondary,no,253,yes,2,no
3700,60,retired,primary,no,71188,no,1,no
3701,51,management,tertiary,no,5108,no,1,no
3702,48,blue-collar,secondary,no,1738,no,1,no
3703,42,blue-collar,primary,no,-97,no,4,no
3704,36,blue-collar,secondary,no,199,no,1,no
3705,43,management,tertiary,no,489,no,1,no
3706,31,admin.,primary,no,355,yes,6,no
3707,49,technician,secondary,no,-97,no,2,no
3708,35,management,tertiary,no,473,yes,2,no
3709,44,entrepreneur,secondary,no,6649,no,2,no
3710,34,self-employed,tertiary,no,263,no,1,no
3711,46,blue-collar,secondary,no,781,no,1,no
3712,49,blue-collar,primary,no,1032,no,5,no
3713,32,blue-collar,secondary,no,119,no,5,no
3714,35,management,tertiary,no,434,no,1,no
3715,51,admin.,secondary,no,2967,no,2,no
3716,57,retired,secondary,no,-331,no,1,no
3717,59,management,tertiary,no,1585,no,5,no
3718,40,services,secondary,no,4384,no,1,no
3719,49,management,tertiary,no,588,no,9,no
3720,51,management,secondary,no,3180,no,1,no
3721,35,admin.,secondary,yes,0,yes,3,no
3722,29,self-employed,secondary,no,-76,no,2,no
3723,32,services,secondary,no,152,no,2,yes
3724,37,housemaid,secondary,no,1040,no,1,no
3725,49,unemployed,primary,no,-384,no,1,no
3726,45,technician,secondary,no,473,no,1,no
3727,34,technician,secondary,no,475,no,8,no
3728,53,technician,secondary,no,0,no,9,no
3729,42,entrepreneur,primary,no,149,no,2,no
3730,43,technician,secondary,no,3285,no,2,yes
3731,52,retired,secondary,no,424,no,1,no
3732,34,blue-collar,secondary,no,79,yes,1,no
3733,34,technician,tertiary,no,674,no,2,yes
3734,27,services,secondary,no,0,no,13,yes
3735,43,unemployed,tertiary,no,58,no,4,no
3736,41,technician,tertiary,no,532,no,1,no
3737,72,retired,secondary,no,4130,no,1,no
3738,35,blue-collar,primary,no,422,no,1,no
3739,41,management,tertiary,no,437,no,21,no
3740,36,blue-collar,primary,no,-308,no,1,yes
3741,51,housemaid,primary,no,30,no,2,no
3742,37,self-employed,tertiary,no,137,no,6,no
3743,42,admin.,secondary,no,-247,yes,1,yes
3744,26,admin.,secondary,no,321,no,7,no
3745,23,services,secondary,no,250,no,1,no
3746,50,management,tertiary,no,-470,no,2,no
3747,37,blue-collar,secondary,no,140,yes,1,no
3748,35,management,tertiary,no,2793,no,2,no
3749,37,management,tertiary,no,410,no,2,no
3750,79,retired,secondary,no,2628,no,7,no
3751,39,technician,secondary,no,116,no,2,no
3752,47,services,secondary,no,0,no,1,no
3753,44,blue-collar,secondary,no,878,no,1,no
3754,36,management,tertiary,no,2944,no,8,yes
3755,33,blue-collar,secondary,no,3975,yes,1,no
3756,42,services,secondary,no,96,no,3,no
3757,35,technician,tertiary,no,2288,no,2,no
3758,31,blue-collar,secondary,no,472,no,2,no
3759,58,services,primary,no,65,no,1,no
3760,46,management,tertiary,no,0,no,2,no
3761,41,admin.,secondary,no,400,no,6,no
3762,58,technician,secondary,no,7495,no,1,no
3763,33,blue-collar,secondary,no,137,yes,12,no
3764,31,unemployed,secondary,no,24,no,1,no
3765,55,technician,secondary,no,3450,no,1,yes
3766,38,technician,secondary,no,311,no,2,no
3767,55,housemaid,secondary,no,139,no,2,no
3768,47,management,tertiary,no,0,no,3,no
3769,51,housemaid,primary,no,492,no,3,no
3770,46,management,tertiary,no,334,no,6,no
3771,61,management,tertiary,no,997,no,1,yes
3772,47,management,tertiary,no,440,no,4,no
3773,34,technician,secondary,no,47,no,6,no
3774,34,blue-collar,secondary,no,1298,no,1,no
3775,41,management,tertiary,no,3355,no,2,no
3776,36,blue-collar,secondary,no,-11,no,2,no
3777,26,blue-collar,secondary,no,396,no,1,no
3778,35,management,tertiary,no,8,no,3,yes
3779,36,blue-collar,secondary,no,1409,no,2,no
3780,26,management,tertiary,no,170,no,1,yes
3781,58,management,primary,no,2769,no,2,no
3782,50,blue-collar,secondary,no,2320,no,1,no
3783,61,retired,secondary,no,76,no,7,no
3784,28,technician,secondary,no,2034,no,1,no
3785,49,blue-collar,primary,no,3018,no,1,no
3786,74,retired,secondary,no,921,no,2,yes
3787,53,blue-collar,secondary,no,483,no,3,no
3788,46,self-employed,secondary,no,390,no,2,no
3789,47,management,tertiary,no,0,no,1,yes
3790,42,blue-collar,primary,no,92,no,2,no
3791,56,services,secondary,no,22196,no,1,no
3792,42,technician,secondary,no,2,no,2,no
3793,49,housemaid,primary,no,249,no,1,no
3794,43,unemployed,secondary,no,3274,no,1,no
3795,39,services,secondary,no,5731,no,2,no
3796,66,retired,primary,no,206,no,1,yes
3797,30,technician,tertiary,no,2325,no,3,no
3798,38,management,tertiary,no,0,no,1,no
3799,31,blue-collar,secondary,no,1664,no,1,no
3800,32,technician,secondary,no,3333,no,4,no
3801,48,technician,secondary,no,7020,no,2,no
3802,34,admin.,tertiary,no,37,no,1,no
3803,28,student,secondary,no,28,no,2,no
3804,40,admin.,secondary,no,1670,no,2,no
3805,36,entrepreneur,secondary,no,134,no,1,no
3806,52,retired,secondary,no,603,yes,1,no
3807,46,admin.,primary,no,276,yes,2,no
3808,25,technician,secondary,no,2157,no,1,no
3809,52,blue-collar,secondary,no,161,no,2,no
3810,40,blue-collar,primary,no,3658,no,1,no
3811,26,management,tertiary,yes,-402,yes,2,no
3812,26,blue-collar,primary,no,3342,no,4,no
3813,35,self-employed,secondary,no,1732,no,3,no
3814,40,admin.,secondary,no,263,no,1,no
3815,31,management,tertiary,no,623,no,2,no
3816,32,admin.,secondary,no,3540,no,1,no
3817,33,admin.,secondary,no,95,no,1,yes
3818,53,services,secondary,no,765,no,3,yes
3819,46,technician,secondary,no,-824,no,3,yes
3820,28,management,tertiary,no,5549,no,6,no
3821,31,blue-collar,secondary,no,191,no,1,no
3822,44,blue-collar,primary,no,420,no,2,no
3823,35,admin.,secondary,no,0,no,1,no
3824,50,technician,secondary,no,2706,no,3,no
3825,32,technician,secondary,yes,4,yes,8,no
3826,51,admin.,secondary,no,423,yes,1,no
3827,51,management,tertiary,no,-892,yes,2,no
3828,31,blue-collar,secondary,no,-120,no,3,no
3829,41,admin.,secondary,no,-365,no,10,no
3830,57,technician,tertiary,no,27069,yes,3,no
3831,34,management,tertiary,no,8038,no,3,no
3832,47,technician,secondary,no,-938,no,2,no
3833,47,admin.,secondary,no,1139,no,2,no
3834,36,self-employed,secondary,no,189,no,1,no
3835,29,housemaid,tertiary,no,19,no,2,yes
3836,39,technician,secondary,no,3663,no,3,no
3837,53,blue-collar,secondary,no,0,no,7,no
3838,47,blue-collar,secondary,yes,-614,no,2,no
3839,51,technician,secondary,no,2323,yes,10,no
3840,48,blue-collar,secondary,no,425,no,2,no
3841,32,technician,secondary,no,5122,no,1,no
3842,36,management,tertiary,no,608,no,2,no
3843,50,management,primary,no,341,yes,4,yes
3844,39,admin.,secondary,no,607,no,2,yes
3845,31,blue-collar,secondary,no,1495,yes,3,no
3846,49,admin.,secondary,no,381,no,2,no
3847,33,unemployed,secondary,no,385,no,28,no
3848,26,management,tertiary,no,1274,no,1,no
3849,27,blue-collar,secondary,no,362,no,2,no
3850,51,blue-collar,primary,no,377,no,4,no
3851,26,admin.,secondary,no,802,no,1,no
3852,45,admin.,secondary,no,194,no,4,no
3853,54,technician,secondary,no,-315,yes,1,yes
3854,49,technician,tertiary,no,1843,no,1,no
3855,47,technician,secondary,no,-9,no,2,no
3856,42,housemaid,primary,no,83,yes,1,no
3857,50,entrepreneur,tertiary,no,433,no,4,no
3858,37,admin.,secondary,no,-107,no,2,no
3859,54,blue-collar,primary,no,4503,no,3,no
3860,40,services,secondary,no,51,no,1,no
3861,50,services,secondary,no,961,yes,4,no
3862,57,retired,secondary,no,49,yes,4,no
3863,33,technician,secondary,no,3470,no,2,no
3864,49,technician,secondary,no,-147,no,1,no
3865,35,services,secondary,no,0,no,2,no
3866,28,blue-collar,secondary,no,0,no,1,no
3867,58,management,tertiary,no,172,no,7,no
3868,31,admin.,secondary,no,-407,yes,1,no
3869,36,management,tertiary,no,649,no,2,no
3870,49,blue-collar,primary,no,1040,no,2,no
3871,30,unemployed,secondary,no,142,no,4,no
3872,29,services,secondary,no,209,no,7,no
3873,50,management,tertiary,no,3304,no,2,no
3874,26,student,tertiary,no,294,no,1,yes
3875,27,housemaid,secondary,no,4848,yes,3,no
3876,32,blue-collar,secondary,no,1670,no,1,no
3877,62,management,secondary,no,367,no,5,no
3878,34,blue-collar,secondary,no,13683,no,3,no
3879,25,admin.,tertiary,no,1420,no,2,no
3880,34,management,tertiary,no,340,no,28,no
3881,44,technician,secondary,no,1679,no,1,yes
3882,38,management,tertiary,no,1198,no,1,no
3883,57,admin.,secondary,no,169,no,1,no
3884,36,self-employed,tertiary,no,506,no,1,no
3885,41,entrepreneur,secondary,no,1249,no,1,no
3886,36,management,tertiary,no,678,yes,3,no
3887,27,management,tertiary,no,212,no,1,no
3888,37,technician,secondary,no,23,no,2,no
3889,47,management,tertiary,no,4402,no,1,yes
3890,31,services,primary,no,459,no,1,yes
3891,39,self-employed,secondary,no,4722,no,1,no
3892,35,admin.,tertiary,no,1555,no,2,no
3893,40,blue-collar,secondary,no,61,no,3,no
3894,38,management,tertiary,no,0,no,2,no
3895,31,technician,secondary,no,3706,no,1,no
3896,36,blue-collar,primary,no,1177,no,1,yes
3897,53,management,primary,no,2096,no,1,no
3898,59,blue-collar,primary,no,748,no,1,no
3899,29,management,tertiary,no,3357,no,3,no
3900,30,admin.,secondary,no,3809,no,4,no
3901,52,admin.,secondary,no,395,no,3,no
3902,55,blue-collar,secondary,no,1011,no,2,no
3903,56,blue-collar,primary,no,420,no,1,no
3904,32,admin.,secondary,no,76,no,2,no
3905,24,blue-collar,secondary,no,0,no,1,no
3906,51,blue-collar,primary,no,844,no,3,no
3907,36,management,tertiary,no,1318,no,2,no
3908,36,technician,tertiary,no,167,no,1,no
3909,42,management,tertiary,no,2187,no,3,yes
3910,49,admin.,secondary,no,14440,no,1,no
3911,48,management,secondary,no,2294,no,11,no
3912,36,management,secondary,no,80,no,3,no
3913,48,management,primary,no,2537,no,6,no
3914,30,technician,tertiary,no,569,no,12,yes
3915,27,management,tertiary,yes,0,yes,1,no
3916,38,entrepreneur,tertiary,no,0,no,3,no
3917,36,technician,secondary,yes,12,no,2,yes
3918,45,technician,secondary,no,49,no,2,no
3919,44,housemaid,tertiary,no,460,no,1,no
3920,42,technician,secondary,no,613,no,2,no
3921,37,entrepreneur,tertiary,no,7944,no,1,no
3922,48,blue-collar,secondary,no,1143,no,1,no
3923,57,retired,primary,no,-464,no,1,no
3924,44,services,secondary,no,1989,yes,2,no
3925,48,technician,secondary,no,17,yes,1,no
3926,56,retired,primary,no,-1,no,23,no
3927,37,management,tertiary,no,1698,no,2,no
3928,47,blue-collar,secondary,no,5306,no,1,no
3929,54,housemaid,primary,no,0,no,5,no
3930,51,retired,secondary,no,1679,no,1,yes
3931,47,admin.,secondary,no,3676,no,1,yes
3932,25,management,tertiary,no,-242,yes,4,yes
3933,39,services,secondary,no,471,no,1,no
3934,40,management,tertiary,no,8902,no,5,no
3935,38,management,tertiary,no,1704,no,1,no
3936,34,management,tertiary,no,3050,no,1,yes
3937,53,housemaid,primary,no,2581,no,1,no
3938,32,services,secondary,no,162,no,2,no
3939,35,blue-collar,secondary,no,243,no,3,no
3940,24,student,secondary,no,1847,no,1,no
3941,58,blue-collar,primary,no,0,no,2,no
3942,49,management,primary,no,3371,no,2,yes
3943,45,services,secondary,no,1757,no,3,no
3944,55,management,tertiary,no,171,no,6,no
3945,42,entrepreneur,tertiary,no,157,yes,1,no
3946,28,admin.,secondary,no,934,no,2,no
3947,48,blue-collar,secondary,no,-19,yes,1,no
3948,51,management,tertiary,yes,-55,no,6,no
3949,38,housemaid,primary,no,21,no,2,no
3950,27,blue-collar,secondary,no,14,no,2,no
3951,50,technician,secondary,no,246,no,1,no
3952,44,blue-collar,primary,no,887,no,2,no
3953,40,management,tertiary,no,51,no,2,no
3954,29,services,secondary,no,-287,no,1,no
3955,34,services,secondary,no,0,no,4,no
3956,44,self-employed,tertiary,no,2734,no,4,yes
3957,50,entrepreneur,tertiary,no,52,no,8,no
3958,34,management,tertiary,no,2594,no,3,no
3959,54,retired,primary,no,22,no,4,no
3960,34,technician,tertiary,no,1611,no,2,no
3961,34,admin.,tertiary,no,18,yes,1,yes
3962,52,blue-collar,primary,no,1331,no,2,no
3963,60,management,tertiary,no,7337,no,1,no
3964,39,management,secondary,no,835,no,4,no
3965,58,retired,primary,no,5092,no,6,no
3966,41,technician,secondary,no,52,no,2,no
3967,48,technician,secondary,no,10655,no,3,no
3968,58,management,tertiary,no,1831,no,1,no
3969,40,self-employed,primary,no,92,no,1,no
3970,48,management,tertiary,no,586,yes,2,no
3971,52,blue-collar,primary,no,1758,no,1,no
3972,50,self-employed,secondary,no,2061,yes,2,no
3973,25,technician,secondary,no,959,no,5,no
3974,54,retired,primary,no,208,no,1,no
3975,34,services,secondary,no,-315,no,2,no
3976,48,management,tertiary,yes,-13,no,6,no
3977,37,admin.,tertiary,no,801,no,7,no
3978,66,retired,tertiary,no,1948,no,1,yes
3979,32,management,tertiary,no,751,no,1,no
3980,45,blue-collar,secondary,no,784,yes,1,no
3981,43,blue-collar,secondary,no,24,no,1,no
