,age,job,education,default,balance,personal_loan,Current_campaign
2468,28,0,1,0,1290,0,0
2469,57,5,0,0,1420,1,0
2470,38,9,2,0,1134,0,1
2471,22,8,1,0,1668,0,1
2472,54,0,1,0,1024,0,0
2473,32,9,2,0,13,0,2
2474,32,4,2,0,1437,0,1
2475,59,0,1,0,1090,0,3
2476,45,9,1,0,1689,0,1
2477,53,4,0,0,923,0,1
2478,50,0,1,0,952,0,1
2479,34,9,1,0,194,1,1
2480,35,0,1,0,1883,1,1
2481,30,4,2,0,1063,0,0
2482,62,3,1,0,795,0,2
2483,40,1,1,0,537,0,1
2484,26,6,2,0,1200,0,2
2485,34,4,2,0,227,0,0
2486,50,4,2,0,790,0,0
2487,31,4,2,0,410,0,8
2488,35,9,1,0,903,0,1
2489,55,5,0,0,17,1,0
2490,34,0,1,0,370,0,1
2491,58,5,0,0,1940,0,3
2492,50,4,2,0,797,0,7
2493,31,9,1,0,314,0,1
2494,47,0,1,0,409,1,0
2495,38,6,2,0,1055,0,0
2496,46,4,2,0,818,0,2
2497,42,1,0,0,752,0,1
2498,34,1,1,0,1680,0,0
2499,37,4,2,0,2086,0,3
2500,38,8,2,0,983,0,1
2501,59,5,1,0,2260,0,1
2502,32,0,1,0,274,0,2
2503,55,4,2,0,775,0,1
2504,35,1,1,0,544,1,31
2505,56,4,2,0,233,1,5
2506,27,0,1,1,68,0,2
2507,42,10,1,0,1700,0,5
2508,42,8,1,0,269,0,5
2509,41,1,0,0,274,0,2
2510,53,5,1,1,172,1,0
2511,67,5,0,0,1623,0,0
2512,53,3,0,0,378,1,0
2513,33,1,0,0,462,0,1
2514,31,9,1,0,898,0,1
2515,31,0,1,0,482,0,2
2516,30,4,2,0,1504,0,4
2517,48,1,1,0,404,0,0
2518,30,9,1,0,446,0,3
2519,43,9,2,1,274,0,3
2520,38,4,2,0,1993,0,0
2521,46,10,1,0,1867,0,1
2522,59,1,1,0,1874,0,0
2523,44,4,2,0,726,1,1
2524,35,1,1,0,1255,0,2
2525,55,1,1,0,297,0,0
2526,39,4,2,0,274,0,1
2527,36,7,1,0,654,1,1
2528,33,1,1,0,932,0,3
2529,48,4,2,0,2215,0,0
2530,33,4,2,0,274,0,3
2531,67,5,1,0,900,0,1
2532,48,10,1,0,1259,0,0
2533,57,4,2,0,1655,0,1
2534,31,3,0,0,299,0,4
2535,30,8,2,0,2192,0,1
2536,56,2,0,0,303,0,1
2537,26,1,0,0,2067,0,2
2538,44,4,1,0,2,0,0
2539,44,9,1,0,288,0,0
2540,31,4,2,0,1961,0,2
2541,47,6,2,0,288,0,0
2542,30,0,1,0,379,0,0
2543,37,4,2,0,950,1,0
2544,56,0,0,0,274,1,0
2545,43,4,1,0,161,1,1
2546,42,7,1,0,755,0,0
2547,60,4,1,0,920,0,0
2548,34,1,1,0,315,0,8
2549,34,4,2,0,455,0,3
2550,41,4,2,0,518,1,2
2551,38,4,1,0,260,0,3
2552,23,7,1,0,258,0,9
2553,33,4,2,0,1152,0,0
2554,36,1,1,0,960,0,2
2555,49,10,2,0,637,0,0
2556,34,0,1,0,729,0,0
2557,40,9,1,0,107,0,4
2558,72,5,0,0,976,0,1
2559,43,9,1,0,291,0,3
2560,44,1,1,0,1158,0,2
2561,35,0,1,0,274,0,4
2562,46,0,1,0,2190,0,0
2563,55,0,1,0,1024,0,0
2564,50,9,1,0,37,1,0
2565,23,1,1,0,991,0,0
2566,34,8,1,0,1319,0,0
2567,40,1,1,0,274,1,2
2568,61,5,1,0,1760,0,0
2569,53,9,1,0,2004,0,5
2570,57,9,1,0,274,0,0
2571,28,1,1,0,1978,0,0
2572,25,0,1,0,509,0,11
2573,38,1,1,0,442,1,0
2574,27,7,1,0,526,0,9
2575,45,1,1,0,1000,0,4
2576,31,7,1,0,719,1,0
2577,39,1,0,0,1604,0,0
2578,42,9,1,0,274,0,11
2579,46,4,2,0,727,0,5
2580,36,7,1,0,316,0,3
2581,30,4,2,0,958,0,1
2582,32,1,1,0,283,0,1
2583,52,9,2,0,1685,0,4
2584,31,4,2,0,1649,0,0
2585,60,4,0,0,2042,0,0
2586,35,1,1,0,636,1,2
2587,38,4,2,0,647,0,0
2588,46,4,2,0,407,0,1
2589,45,2,2,0,1263,1,2
2590,59,7,1,0,274,0,2
2591,34,4,2,0,1755,1,6
2592,33,9,1,0,274,0,1
2593,46,4,1,0,558,0,5
2594,48,0,1,0,555,1,5
2595,31,7,1,0,359,0,0
2596,32,9,1,0,278,0,1
2597,35,1,0,0,53,0,0
2598,36,1,0,0,627,0,0
2599,52,4,2,0,7,0,3
2600,45,4,2,0,1082,0,0
2601,34,4,2,0,274,0,1
2602,25,1,0,1,51,0,0
2603,26,4,2,0,268,0,1
2604,57,4,2,0,274,0,0
2605,48,4,0,0,514,1,0
2606,48,9,1,0,2098,0,4
2607,32,1,0,0,859,1,0
2608,58,5,1,0,285,0,0
2609,57,4,0,0,162,0,0
2610,31,2,2,0,2073,0,1
2611,33,1,1,0,124,0,1
2612,53,2,2,0,1621,1,0
2613,36,0,1,0,920,0,2
2614,32,9,2,0,908,0,3
2615,45,1,1,0,959,0,3
2616,35,10,2,0,990,0,6
2617,41,7,1,0,442,0,8
2618,54,7,1,0,988,0,5
2619,49,7,1,0,997,0,3
2620,28,9,1,0,1343,0,0
2621,24,1,1,0,685,0,11
2622,30,0,1,0,1112,0,0
2623,32,6,0,0,549,0,0
2624,53,2,2,0,2339,0,0
2625,42,1,0,0,1572,0,1
2626,48,1,0,0,2087,0,2
2627,33,9,1,0,452,1,1
2628,31,1,1,0,83,0,4
2629,56,10,0,0,1470,0,2
2630,58,5,0,0,274,0,0
2631,37,0,1,0,136,0,0
2632,59,4,0,0,1640,0,0
2633,50,4,2,0,1230,0,2
2634,39,3,0,0,383,0,2
2635,30,9,1,0,835,0,0
2636,47,7,1,0,2046,0,0
2637,44,6,1,0,575,0,3
2638,38,1,0,0,553,0,0
2639,50,4,2,0,1250,0,1
2640,27,0,2,0,1890,0,1
2641,73,5,1,0,293,0,1
2642,46,1,0,0,416,0,0
2643,56,5,1,0,482,1,0
2644,36,4,2,0,283,0,3
2645,33,1,0,0,1794,0,0
2646,40,4,2,0,1461,0,0
2647,52,4,2,0,803,0,0
2648,51,1,1,0,653,0,1
2649,33,1,1,0,857,0,2
2650,54,7,1,0,431,0,0
2651,44,4,1,0,1776,0,1
2652,50,2,1,0,1114,0,1
2653,45,1,1,0,274,0,0
2654,36,4,2,0,1184,0,0
2655,42,9,1,0,2050,0,1
2656,37,9,1,0,911,0,1
2657,28,7,1,0,86,1,1
2658,56,0,1,0,1582,1,0
2659,59,0,1,0,366,0,1
2660,32,10,1,0,284,0,3
2661,57,5,0,0,1248,0,0
2662,49,0,1,0,1096,0,2
2663,56,2,1,0,803,0,1
2664,48,0,1,0,229,0,0
2665,27,8,2,0,1902,0,0
2666,31,4,2,0,802,0,1
2667,28,1,1,0,317,0,0
2668,36,4,2,0,682,0,0
2669,58,3,0,0,274,0,0
2670,46,0,1,0,274,1,1
2671,32,4,2,0,724,0,2
2672,39,7,1,0,64,0,0
2673,35,6,2,0,792,0,0
2674,31,4,2,0,587,0,1
2675,29,4,2,0,691,0,0
2676,48,1,0,0,802,0,0
2677,60,5,0,0,274,0,2
2678,74,5,1,0,1066,0,0
2679,30,7,1,0,902,0,0
2680,52,0,0,0,274,0,10
2681,24,1,1,0,164,0,0
2682,29,7,1,0,2280,0,1
2683,33,3,0,0,482,0,1
2684,34,1,1,0,341,1,2
2685,45,0,1,0,274,0,0
2686,31,1,1,0,274,1,1
2687,45,9,1,0,1441,0,0
2688,27,7,1,0,10,0,1
2689,30,4,2,0,1971,0,3
2690,45,1,0,0,274,0,1
2691,57,1,1,0,1373,1,1
2692,34,4,2,0,1282,0,2
2693,40,0,1,0,274,1,0
2694,39,4,2,0,655,0,0
2695,46,9,2,0,661,0,2
2696,55,4,2,0,2258,0,1
2697,25,4,2,0,1670,0,0
2698,34,4,2,0,901,0,0
2699,37,1,0,0,659,0,1
2700,64,5,2,0,1041,0,2
2701,45,9,1,0,985,0,1
2702,57,3,1,0,431,0,0
2703,21,8,1,0,410,0,2
2704,58,3,1,0,1718,0,0
2705,41,1,1,0,349,0,8
2706,41,4,2,0,1662,0,0
2707,58,4,2,0,776,0,0
2708,33,4,2,0,550,0,1
2709,32,4,2,0,539,1,2
2710,44,7,1,0,274,0,4
2711,47,4,2,0,886,0,0
2712,41,6,0,0,601,0,2
2713,54,9,2,0,372,0,3
2714,47,9,2,0,727,0,0
2715,32,4,2,0,1703,0,3
2716,59,3,2,0,274,1,1
2717,29,9,2,0,1634,0,0
2718,48,7,1,1,257,0,1
2719,32,9,1,0,500,0,0
2720,46,4,1,0,26,1,1
2721,31,1,0,0,142,0,2
2722,53,1,1,0,299,0,1
2723,34,9,2,0,2259,0,4
2724,48,7,1,0,2063,0,0
2725,32,9,1,0,892,0,3
2726,31,4,1,0,1309,0,3
2727,27,1,0,0,182,0,1
2728,60,0,1,0,99,0,0
2729,34,1,2,0,1114,0,0
2730,52,6,1,0,283,1,0
2731,48,1,1,0,1204,1,8
2732,45,9,0,0,123,0,1
2733,54,9,1,0,1175,0,0
2734,52,7,1,0,1561,0,0
2735,47,2,2,0,709,0,3
2736,54,4,1,0,1202,0,1
2737,34,1,1,0,2224,1,0
2738,39,9,2,0,1135,0,9
2739,46,9,1,0,1568,0,1
2740,26,10,1,0,711,0,0
2741,37,9,1,0,335,0,7
2742,47,1,1,0,1231,0,1
2743,35,9,1,0,1155,1,5
2744,57,10,0,0,274,0,0
2745,34,4,2,0,1430,0,1
2746,47,9,1,0,1241,0,3
2747,27,9,1,0,281,0,1
2748,40,1,1,0,28,1,1
2749,39,9,1,0,1104,0,0
2750,36,2,2,0,280,0,0
2751,42,9,1,0,274,0,1
2752,23,1,0,0,2232,0,0
2753,34,4,2,0,406,0,0
2754,34,1,1,0,514,1,4
2755,49,7,1,0,1175,0,0
2756,57,1,0,0,1409,1,3
2757,59,5,1,0,274,0,5
2758,57,0,2,0,320,0,1
2759,34,1,1,0,1242,0,0
2760,61,4,1,0,1099,0,5
2761,35,1,1,0,274,0,0
2762,42,4,2,0,764,0,0
2763,57,7,2,0,284,0,2
2764,42,1,1,0,1585,0,0
2765,53,5,1,0,2131,1,4
2766,63,5,2,0,406,0,1
2767,47,6,1,0,1178,0,5
2768,54,7,1,0,362,0,0
2769,45,0,1,0,274,0,9
2770,28,4,2,0,122,0,1
2771,58,10,1,0,832,0,1
2772,48,4,2,0,669,0,1
2773,35,4,2,0,274,0,0
2774,37,6,2,0,274,0,0
2775,37,1,1,0,891,0,0
2776,37,4,0,0,2341,0,0
2777,25,7,1,0,111,0,0
2778,58,1,1,0,824,0,0
2779,52,4,1,0,52,0,3
2780,19,8,1,0,565,0,0
2781,59,1,1,0,2083,0,2
2782,41,9,1,0,338,1,1
2783,34,9,2,0,850,0,9
2784,35,9,1,0,2107,0,1
2785,41,9,1,0,1049,0,5
2786,28,1,1,0,2140,0,0
2787,53,4,1,0,386,1,2
2788,35,7,1,0,274,1,0
2789,33,0,2,0,839,0,0
2790,37,9,1,0,689,0,0
2791,32,9,1,0,965,0,3
2792,32,1,1,0,728,0,0
2793,54,7,1,0,2206,0,3
2794,44,1,1,0,1514,0,0
2795,36,9,2,0,1216,0,1
2796,56,0,1,0,1262,0,1
2797,30,4,2,0,292,0,10
2798,36,1,1,0,414,0,2
2799,43,4,2,0,1753,0,0
2800,40,9,1,0,1721,0,1
2801,32,9,2,0,1170,1,0
2802,34,1,1,0,760,1,0
2803,37,7,1,0,275,0,1
2804,28,0,1,0,958,0,1
2805,35,4,0,0,852,0,1
2806,53,1,1,0,2106,0,1
2807,60,0,1,0,1165,0,0
2808,40,2,1,0,1377,1,6
2809,57,5,0,0,349,0,1
2810,29,9,1,0,377,0,0
2811,44,1,0,0,407,0,0
2812,41,0,1,0,935,0,6
2813,47,9,1,0,1542,1,3
2814,43,9,2,0,463,0,1
2815,37,9,1,0,534,0,0
2816,34,9,2,0,812,0,1
2817,30,1,1,0,864,1,0
2818,57,2,1,1,299,0,0
2819,26,0,1,0,370,0,1
2820,34,4,2,0,1176,0,4
2821,46,9,1,0,217,1,0
2822,38,2,2,0,441,0,0
2823,37,9,1,0,1888,0,2
2824,28,4,2,0,1646,0,1
2825,57,1,0,0,450,0,2
2826,39,4,2,0,946,0,6
2827,49,7,1,0,582,0,3
2828,38,9,1,0,1532,0,1
2829,27,1,1,0,992,0,4
2830,30,0,1,0,1712,0,4
2831,38,0,2,0,1536,0,1
2832,36,4,2,0,1403,0,1
2833,38,5,1,0,336,0,0
2834,59,3,0,0,504,0,1
2835,37,4,2,0,738,0,4
2836,29,6,2,0,1927,0,3
2837,43,1,1,0,902,1,1
2838,33,9,1,0,332,0,1
2839,54,3,1,0,1292,0,1
2840,55,7,1,0,789,0,0
2841,32,9,2,0,929,0,0
2842,48,4,0,0,1818,0,2
2843,33,4,2,0,1338,0,1
2844,46,0,1,0,394,0,10
2845,44,4,2,0,1147,0,2
2846,47,1,0,0,1035,0,0
2847,38,9,1,0,2156,0,0
2848,80,5,1,0,712,0,1
2849,40,6,1,0,438,1,3
2850,43,2,2,0,1400,0,2
2851,32,9,2,0,1421,0,0
2852,39,4,2,0,793,0,1
2853,33,9,1,0,2250,0,1
2854,31,9,1,0,309,1,0
2855,36,4,2,0,274,0,1
2856,35,4,2,0,1667,0,0
2857,25,7,1,0,628,0,0
2858,33,4,1,0,1391,0,0
2859,23,1,0,0,2232,0,0
2860,31,4,2,0,1694,0,1
2861,36,4,2,0,274,1,2
2862,44,9,2,0,1047,0,1
2863,31,4,2,0,644,0,0
2864,55,1,0,0,1429,0,2
2865,51,3,1,0,2248,0,3
2866,36,0,1,0,274,1,1
2867,27,10,2,0,275,0,1
2868,40,7,1,0,954,0,3
2869,49,7,1,0,544,0,2
2870,59,5,0,0,320,0,1
2871,32,4,2,0,1658,0,4
2872,42,5,2,0,570,0,1
2873,35,4,2,0,433,0,5
2874,29,1,1,0,787,0,3
2875,29,9,1,0,961,0,1
2876,37,1,1,0,322,0,1
2877,49,0,0,0,440,0,2
2878,51,7,1,0,286,0,0
2879,61,3,0,0,1015,0,0
2880,43,4,1,0,731,0,0
2881,42,7,2,0,2286,0,0
2882,24,1,1,0,148,1,1
2883,46,6,2,0,1196,0,1
2884,23,0,1,0,279,0,0
2885,26,7,1,0,324,0,0
2886,43,1,0,0,366,0,1
2887,35,9,2,0,720,0,12
2888,38,9,1,0,274,0,3
2889,56,10,0,0,383,0,3
2890,31,7,1,0,694,0,2
2891,32,4,2,0,274,0,3
2892,28,7,1,0,1715,1,0
2893,26,0,1,1,271,0,4
2894,49,4,2,0,2171,0,1
2895,33,0,1,0,490,0,0
2896,80,5,0,0,1385,0,1
2897,40,1,1,0,588,1,0
2898,42,9,1,0,274,0,5
2899,46,1,1,0,397,0,2
2900,32,4,2,0,901,0,0
2901,37,7,2,0,493,0,0
2902,32,8,1,0,1448,0,0
2903,53,4,2,0,1996,0,0
2904,39,4,2,0,1042,0,0
2905,31,9,1,0,472,0,0
2906,34,4,2,0,274,0,1
2907,44,9,2,0,1454,0,2
2908,35,9,1,0,2300,0,1
2909,39,0,1,0,662,0,4
2910,55,7,1,0,370,0,1
2911,34,3,1,0,274,0,0
2912,39,9,2,0,144,1,3
2913,58,5,1,0,668,0,4
2914,37,1,0,0,868,0,1
2915,56,5,0,0,898,0,0
2916,32,0,1,0,2262,0,1
2917,41,9,2,0,1428,0,0
2918,29,0,2,0,288,0,0
2919,44,4,2,0,2194,0,4
2920,24,1,1,0,283,0,6
2921,43,4,1,0,1127,0,0
2922,26,0,2,0,1749,0,2
2923,39,0,1,0,527,0,0
2924,49,1,1,0,1554,0,0
2925,52,1,0,0,213,1,3
2926,33,1,2,0,1346,0,3
2927,30,1,1,0,399,0,1
2928,32,9,2,0,1062,0,6
2929,27,4,2,0,274,0,3
2930,58,1,0,0,347,0,0
2931,46,5,0,0,246,0,2
2932,28,4,2,0,1304,0,0
2933,39,7,0,0,1413,0,1
2934,41,7,1,0,362,0,0
2935,38,7,1,0,689,0,1
2936,50,10,1,0,915,0,0
2937,56,7,1,0,908,0,1
2938,34,9,1,0,1387,0,1
2939,33,1,1,0,196,0,0
2940,61,9,1,0,1226,0,3
2941,36,0,1,0,321,1,5
2942,34,9,2,0,779,1,1
2943,36,1,1,0,893,0,1
2944,45,4,2,0,509,0,0
2945,27,8,2,0,392,0,0
2946,45,0,1,0,101,0,1
2947,40,6,2,0,1415,0,0
2948,36,4,1,0,1365,0,0
2949,46,1,0,0,420,0,1
2950,37,2,2,0,1006,0,1
2951,36,9,1,0,329,0,1
2952,37,0,1,0,1180,1,0
2953,22,8,2,0,896,0,0
2954,51,7,1,0,274,1,2
2955,49,9,1,0,2289,0,7
2956,35,4,2,0,785,1,1
2957,50,3,0,0,274,0,1
2958,31,7,2,0,571,1,0
2959,47,7,1,0,307,0,0
2960,59,1,1,0,890,0,1
2961,32,1,1,0,1475,0,3
2962,71,5,2,0,2307,0,0
2963,31,4,2,0,2290,0,0
2964,41,1,0,0,278,0,4
2965,35,1,0,0,1877,0,3
2966,36,4,2,0,521,0,2
2967,46,1,0,0,1455,0,0
2968,46,1,1,0,2039,0,0
2969,47,9,2,0,1653,0,0
2970,35,4,2,0,519,0,1
2971,37,1,1,0,607,0,0
2972,56,0,1,0,319,0,0
2973,46,0,1,0,788,1,2
2974,44,4,2,0,35,0,0
2975,48,9,2,0,62,0,1
2976,28,1,1,0,330,0,0
2977,38,2,2,0,1367,1,2
2978,34,4,2,0,449,0,1
2979,56,9,1,0,619,0,3
2980,55,5,1,0,1402,1,0
2981,44,1,1,0,491,0,12
2982,38,9,2,0,1206,0,0
2983,53,5,1,0,1266,0,2
2984,41,0,2,0,1097,0,0
2985,34,9,1,0,290,0,0
2986,34,4,2,0,275,0,0
2987,35,7,1,0,402,0,0
2988,38,2,1,0,1681,0,0
2989,42,2,2,0,2351,0,1
2990,56,1,0,0,1001,0,0
2991,37,4,2,0,274,0,5
2992,47,3,1,0,1930,0,1
2993,29,1,1,0,399,0,0
2994,41,4,2,0,413,0,2
2995,43,9,1,0,818,0,0
2996,38,6,1,0,933,0,2
2997,31,9,1,0,814,1,0
2998,32,4,2,0,1636,0,0
2999,40,4,2,0,557,0,4
3000,45,0,1,0,861,1,0
3001,43,4,1,0,254,0,0
3002,27,7,1,0,1840,0,4
3003,33,4,2,0,297,0,2
3004,37,0,1,0,281,0,6
3005,60,0,1,0,1903,0,0
3006,51,6,2,0,1566,0,5
3007,44,1,1,0,755,0,0
3008,48,4,2,0,274,0,0
3009,57,1,0,0,367,0,0
3010,29,9,2,0,274,0,1
3011,50,7,1,0,2345,0,3
3012,36,7,1,0,265,0,25
3013,49,9,2,0,765,0,1
3014,49,9,1,1,226,0,0
3015,35,4,2,0,274,0,0
3016,39,9,1,0,396,0,0
3017,34,1,0,0,612,1,10
3018,57,6,1,0,309,1,2
3019,37,9,1,0,1699,0,0
3020,25,7,1,0,338,0,10
3021,43,1,0,0,334,0,1
3022,37,1,1,0,603,0,1
3023,36,1,2,0,1487,0,0
3024,49,4,2,0,1510,1,1
3025,38,4,2,0,2325,0,0
3026,39,4,2,0,300,0,4
3027,40,4,2,0,274,0,0
3028,34,0,1,0,353,0,0
3029,39,1,0,0,1624,0,2
3030,53,1,1,0,339,0,17
3031,44,4,2,0,594,0,4
3032,32,9,1,0,98,0,0
3033,50,9,1,0,236,1,1
3034,29,7,0,0,209,0,0
3035,55,10,2,0,2034,0,1
3036,73,5,0,0,543,0,2
3037,52,9,1,0,285,0,0
3038,49,7,1,0,1598,0,2
3039,63,5,0,0,2213,0,0
3040,34,0,1,0,1644,0,0
3041,32,0,1,0,366,0,0
3042,49,3,2,0,696,0,5
3043,40,1,0,0,1322,0,1
3044,53,2,1,0,281,0,0
3045,53,9,2,0,1808,0,1
3046,43,1,0,0,502,1,0
3047,35,4,1,0,355,0,0
3048,35,7,1,0,669,0,4
3049,25,8,2,0,1336,0,0
3050,31,9,1,0,458,0,0
3051,48,4,2,0,274,0,15
3052,40,3,1,0,2012,0,1
3053,46,1,0,0,1334,0,0
3054,30,7,1,0,596,0,1
3055,47,7,1,0,276,1,14
3056,23,7,1,0,748,0,2
3057,29,9,2,0,317,0,1
3058,38,9,1,0,1945,0,1
3059,56,3,0,0,568,1,0
3060,52,0,1,0,274,0,1
3061,55,5,1,0,439,0,1
3062,43,2,2,0,480,0,1
3063,34,1,1,0,762,0,0
3064,43,4,2,0,1449,0,0
3065,55,7,1,0,250,1,1
3066,34,1,1,0,1019,0,0
3067,34,4,2,0,580,0,1
3068,43,6,2,0,338,0,1
3069,39,1,0,0,978,0,5
3070,39,9,1,0,349,0,0
3071,34,9,1,0,608,0,1
3072,55,4,2,0,1642,1,3
3073,67,5,2,0,904,0,1
3074,34,2,2,0,725,1,0
3075,47,1,1,0,1827,0,4
3076,33,1,0,0,1059,0,2
3077,45,2,1,0,402,1,1
3078,36,1,1,0,1407,0,1
3079,59,9,1,0,1034,0,0
3080,33,7,1,0,728,0,1
3081,52,9,1,0,544,0,4
3082,53,1,0,0,1498,0,3
3083,41,10,0,0,993,0,2
3084,45,1,1,0,2014,0,0
3085,60,6,1,0,301,0,1
3086,32,1,1,0,925,0,2
3087,28,4,2,0,494,0,2
3088,31,9,1,0,1682,0,0
3089,53,1,1,0,681,1,3
3090,58,4,2,0,1731,0,0
3091,38,1,1,0,636,0,0
3092,46,4,2,0,765,0,3
3093,53,2,2,0,345,1,0
3094,56,5,1,0,1932,0,0
3095,52,7,1,0,1482,0,0
3096,38,9,1,0,1104,0,0
3097,37,7,0,0,326,0,0
3098,37,1,0,0,285,0,7
3099,37,9,1,1,274,0,0
3100,66,5,0,0,934,0,2
3101,44,1,0,0,1709,0,1
3102,61,5,1,0,575,1,0
3103,34,0,1,0,335,1,0
3104,33,0,1,0,1685,0,0
3105,30,7,1,0,274,0,0
3106,27,7,1,0,284,0,0
3107,37,7,1,0,871,0,0
3108,38,1,0,0,1443,0,17
3109,35,4,2,0,274,1,3
3110,50,9,1,0,1010,0,1
3111,39,4,1,0,274,0,2
3112,35,4,1,0,1205,0,2
3113,36,0,1,0,245,0,0
3114,28,7,1,0,368,0,0
3115,39,6,2,0,811,0,0
3116,39,6,1,0,504,0,0
3117,30,1,1,0,1581,0,1
3118,32,7,1,0,1345,0,0
3119,28,9,1,0,502,1,0
3120,47,9,0,0,458,0,0
3121,53,4,2,0,286,0,9
3122,57,1,0,0,580,0,1
3123,47,7,1,0,661,1,1
3124,56,4,2,0,596,0,1
3125,38,0,0,0,274,0,29
3126,52,1,0,0,276,0,2
3127,46,9,1,0,1086,1,1
3128,57,1,0,1,465,1,3
3129,42,1,1,0,274,0,1
3130,57,10,1,0,274,0,0
3131,51,3,1,0,527,0,4
3132,53,6,2,0,703,0,0
3133,37,1,0,0,1822,0,0
3134,47,6,1,0,2229,0,6
3135,48,4,2,0,1481,0,0
3136,39,1,0,0,294,0,0
3137,42,1,1,0,1792,1,1
3138,36,4,2,0,297,0,10
3139,34,9,1,0,1161,0,1
3140,61,5,0,0,1149,0,0
3141,32,0,1,0,887,0,0
3142,35,1,0,0,1195,1,0
3143,54,1,1,0,45,0,0
3144,31,4,2,0,709,0,13
3145,45,9,1,0,1091,0,0
3146,32,3,2,0,617,0,1
3147,52,10,1,0,267,0,0
3148,36,0,1,0,1519,0,0
3149,31,7,1,0,748,0,17
3150,53,9,1,0,2244,0,3
3151,43,2,1,0,333,0,1
3152,47,3,0,0,274,0,1
3153,46,1,0,0,590,0,7
3154,34,4,1,0,554,0,1
3155,55,9,2,0,36,0,2
3156,23,0,1,0,814,0,0
3157,75,1,1,0,2129,0,1
3158,58,0,1,0,1191,0,2
3159,35,0,1,0,920,0,6
3160,27,4,2,0,980,0,0
3161,24,9,1,0,788,0,1
3162,48,0,1,0,462,0,2
3163,31,9,1,0,633,0,4
3164,57,9,1,0,2135,0,1
3165,53,4,2,0,311,0,8
3166,42,1,0,0,1201,0,0
3167,50,2,1,0,982,1,7
3168,59,0,1,0,1647,0,1
3169,38,7,1,0,127,0,1
3170,39,1,1,0,548,1,0
3171,28,1,0,0,1229,0,19
3172,55,4,2,0,731,0,1
3173,33,9,2,0,410,0,3
3174,36,1,1,0,439,0,0
3175,38,0,1,0,429,0,2
3176,28,0,1,0,2024,0,0
3177,32,4,2,0,2283,0,1
3178,35,0,1,0,967,1,0
3179,58,9,0,0,1942,0,2
3180,30,7,1,0,274,0,0
3181,33,1,1,0,593,0,6
3182,36,1,1,0,1388,0,3
3183,32,7,1,0,405,1,1
3184,34,4,2,0,2061,0,3
3185,42,0,1,0,769,1,2
3186,41,4,2,0,2036,1,6
3187,63,5,1,0,724,0,0
3188,38,0,2,0,360,0,0
3189,54,1,0,0,1617,0,0
3190,39,7,1,0,457,0,0
3191,46,1,1,0,410,0,2
3192,37,9,2,0,2168,0,0
3193,76,5,0,0,360,0,0
3194,28,4,2,0,355,1,0
3195,33,7,0,0,2165,0,1
3196,46,6,2,0,410,1,0
3197,30,8,1,0,299,0,0
3198,60,4,2,0,944,0,1
3199,56,3,2,0,1516,0,1
3200,24,8,1,0,1829,0,0
3201,58,5,1,0,947,0,3
3202,79,5,0,0,2231,0,1
3203,32,1,1,0,1864,0,1
3204,33,7,0,0,274,0,1
3205,77,5,0,0,889,0,3
3206,60,3,0,0,274,1,0
3207,54,4,2,0,1745,0,2
3208,30,1,0,0,67,1,5
3209,50,7,1,0,334,1,7
3210,50,4,1,0,923,0,6
3211,37,9,1,0,1720,0,0
3212,41,9,2,0,448,0,1
3213,49,0,1,0,2297,1,1
3214,41,1,0,0,170,1,0
3215,40,9,1,0,1101,0,2
3216,38,1,1,0,864,0,0
3217,34,9,1,0,324,0,2
3218,49,2,1,0,1515,1,2
3219,72,5,0,0,946,0,1
3220,34,1,1,0,720,1,0
3221,31,9,1,0,274,1,3
3222,33,1,1,0,2108,1,0
3223,31,4,2,0,274,0,0
3224,55,4,2,0,107,0,1
3225,25,10,1,0,430,0,28
3226,34,4,2,0,1370,0,1
3227,53,4,2,0,1301,0,3
3228,39,4,2,1,97,0,3
3229,41,4,0,0,2082,0,0
3230,32,1,1,0,1619,0,1
3231,29,0,1,0,2337,0,0
3232,56,4,2,0,1019,1,3
3233,19,8,1,0,1211,0,17
3234,39,4,2,0,1910,0,1
3235,32,1,1,0,327,0,0
3236,43,1,0,0,1673,0,1
3237,32,2,0,0,975,0,2
3238,53,0,1,0,274,1,1
3239,52,1,1,0,1564,0,0
3240,43,9,1,0,308,0,0
3241,48,9,1,0,279,0,5
3242,27,9,1,0,289,0,2
3243,27,4,2,0,648,0,0
3244,51,4,2,0,911,0,1
3245,39,0,2,0,1697,0,0
3246,33,1,1,0,156,1,0
3247,50,1,0,0,1383,0,0
3248,59,5,1,0,1125,0,0
3249,58,3,0,0,689,0,5
3250,54,9,2,0,1031,0,2
3251,60,1,1,0,1480,0,0
3252,38,4,2,0,1616,1,0
3253,39,1,1,0,430,0,5
3254,40,0,1,0,1292,1,1
3255,55,1,0,0,547,1,3
3256,36,4,2,0,744,0,2
3257,31,0,1,0,1408,0,0
3258,38,7,1,0,274,0,1
3259,52,4,1,0,682,0,0
3260,45,0,0,0,777,0,4
3261,32,1,0,0,340,0,0
3262,58,1,1,0,576,0,1
3263,35,4,2,0,298,0,0
3264,36,4,2,0,833,0,1
3265,55,5,1,0,1348,1,1
3266,45,1,1,0,463,0,4
3267,49,4,1,0,583,0,2
3268,44,1,1,0,969,0,0
3269,37,1,1,0,322,0,1
3270,35,1,1,0,529,0,1
3271,36,1,1,0,1994,0,0
3272,44,7,1,0,2056,0,5
